D://crw_data//pd.read_csv\source1686\code\pd.DataFrame.loc_replace3.py,KeyError: 0,"writer.writerow(('PassengerId', 'Survived'))
",KeyError
D://crw_data//pd.read_csv\source1686\code\pd.DataFrame.loc_replace3.py,KeyError: 0,"writer.writerow([url, 151, 'data.loc[i]', 'data[i]', t1, t2,
    'pd.DataFrame.loc', 'pd.DataFrame'])
",KeyError
D://crw_data//pd.read_csv\source1686\code\pd.DataFrame.loc_replace3.py,KeyError: 0,"writer.writerow((str(ids[i]), str(survive_list[i])))
",KeyError
D://crw_data//pd.read_csv\source1841\code\pd.DataFrame.loc_replace10.py,AttributeError: \'numpy.float64\' object has no attribute \'equals\',"writer.writerow([url, 51, ""test2.loc[152, 'Fare']"", ""test2.ix[152, 'Fare']"",
    t1, t2, 'pd.DataFrame.loc', 'pd.DataFrame.ix'])
",AttributeError
D://crw_data//pd.read_csv\source2232\code\pd.DataFrame.loc_replace0.py,AttributeError: \'int\' object has no attribute \'equals\',"writer.writerow([url, 36, ""dftest.loc[index, 'predict']"",
    ""dftest.ix[index, 'predict']"", t1, t2, 'pd.DataFrame.loc',
    'pd.DataFrame.ix'])
",AttributeError
D://crw_data//pd.read_csv\source2232\code\pd.DataFrame.loc_replace1.py,AttributeError: \'int\' object has no attribute \'equals\',"writer.writerow([url, 47, ""dftest.loc[index, 'predict']"",
    ""dftest.ix[index, 'predict']"", t1, t2, 'pd.DataFrame.loc',
    'pd.DataFrame.ix'])
",AttributeError
D://crw_data//pd.read_csv\source3423\code\pd.DataFrame.loc_replace0.py,"KeyError: ""None of [Int64Index([ 4063,  2476,  5679,  7184,  1589, 10117,   203,  3798,  9441,\\n             2262,\\n            ...\\n              753,  6281,  1279,  4184,  7501,  9974,  8578,  5196,  8765,\\n             1307],\\n           dtype=\'int64\', length=4063)] are in the [columns]""","writer.writerow([url, 33,
    'train.loc[np.random.choice(train.index, round(0.4 * rows), replace=False)]'
    ,
    'train[np.random.choice(train.index, round(0.4 * rows), replace=False)]',
    t1, t2, 'pd.DataFrame.loc', 'pd.DataFrame'])
",KeyError
D://crw_data//np.arange\source227\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 41, 'np.arange(0.0, 5.0, 0.01)',
    'np.array(range(0.0, 5.0, 0.01))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source227\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 41, 'np.arange(0.0, 5.0, 0.01)',
    'np.array(range(0.0, 5.0, 0.01))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//df.fillna\source23\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 53, 'np.arange(0.046, 0.051, 1e-07)',
    'np.array(range(0.046, 0.051, 1e-07))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//df.loc\source180\code\np.arange_replace0.py,b'TypeError: range() does not take keyword arguments\r\n',"writer.writerow([url, 65,
    'np.arange(predictions.shape[1], dtype=np.float32)',
    'np.array(range(predictions.shape[1], dtype=np.float32))', t1, t2,
    'np.arange', 'np.array'])
",TypeError
D://crw_data//df.loc\source181\code\np.arange_replace0.py,b'TypeError: range() does not take keyword arguments\r\n',"writer.writerow([url, 65,
    'np.arange(predictions.shape[1], dtype=np.float32)',
    'np.array(range(predictions.shape[1], dtype=np.float32))', t1, t2,
    'np.arange', 'np.array'])
",TypeError
D://crw_data//np.abs\source67\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 7, 'arange(0.0, math.pi * 4, 0.01)',
    'array(range(0.0, math.pi * 4, 0.01))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.abs\source67\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 27, 'np.arange(-5.0, 5.0, 0.1)',
    'np.array(range(-5.0, 5.0, 0.1))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.abs\source67\code\np.arange_replace2.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 29, 'np.arange(-5.0, 5.0, 0.1)',
    'np.array(range(-5.0, 5.0, 0.1))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source2\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 116, 'np.arange(0, len(P) + 1, 1.0)',
    'np.array(range(0, len(P) + 1, 1.0))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source204\code\np.arange_replace0.py,"b""TypeError: 'numpy.float64' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 24, 'np.arange(x_min, x_max, h)',
    'np.array(range(x_min, x_max, h))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source219\code\np.arange_replace0.py,"b""TypeError: 'numpy.float64' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 173, 'np.arange(x_min, x_max, h)',
    'np.array(range(x_min, x_max, h))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source219\code\np.arange_replace1.py,"b""TypeError: 'numpy.float64' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 173, 'np.arange(y_min, y_max, h)',
    'np.array(range(y_min, y_max, h))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source296\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(0, size, x_step)',
    'np.array(range(0, size, x_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source296\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(x_step, size + x_step, x_step)',
    'np.array(range(x_step, size + x_step, x_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source296\code\np.arange_replace2.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(0, size, y_step)',
    'np.array(range(0, size, y_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source296\code\np.arange_replace3.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(y_step, size + y_step, y_step)',
    'np.array(range(y_step, size + y_step, y_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source302\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 15, 'np.arange(3.915, 3.917, 0.0001)',
    'np.array(range(3.915, 3.917, 0.0001))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source303\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 16, 'np.arange(3, 5, 0.1)',
    'np.array(range(3, 5, 0.1))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source35\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 36, 'np.arange(min_float, max_float, 0.1)',
    'np.array(range(min_float, max_float, 0.1))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source385\code\np.arange_replace0.py,"b""TypeError: 'numpy.float64' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 113, 'np.arange(x_min, x_max, h)',
    'np.array(range(x_min, x_max, h))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source385\code\np.arange_replace1.py,"b""TypeError: 'numpy.float64' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 113, 'np.arange(y_min, y_max, h)',
    'np.array(range(y_min, y_max, h))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source404\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 25, 'np.arange(0, size, x_step)',
    'np.array(range(0, size, x_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source404\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 25, 'np.arange(x_step, size + x_step, x_step)',
    'np.array(range(x_step, size + x_step, x_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source404\code\np.arange_replace2.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 26, 'np.arange(0, size, y_step)',
    'np.array(range(0, size, y_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source404\code\np.arange_replace3.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 26, 'np.arange(y_step, size + y_step, y_step)',
    'np.array(range(y_step, size + y_step, y_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source405\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(0, size, x_step)',
    'np.array(range(0, size, x_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source405\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(x_step, size + x_step, x_step)',
    'np.array(range(x_step, size + x_step, x_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source405\code\np.arange_replace2.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(0, size, y_step)',
    'np.array(range(0, size, y_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source405\code\np.arange_replace3.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(y_step, size + y_step, y_step)',
    'np.array(range(y_step, size + y_step, y_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.arange\source99\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 94, 'np.arange(-10, 10, 0.1)',
    'np.array(range(-10, 10, 0.1))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//np.arange\source99\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 104, 'np.arange(-10, 10, 0.1)',
    'np.array(range(-10, 10, 0.1))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//pd.concat\source1142\code\np.arange_replace0.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(0, size, x_step)',
    'np.array(range(0, size, x_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//pd.concat\source1142\code\np.arange_replace1.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 22, 'np.arange(x_step, size + x_step, x_step)',
    'np.array(range(x_step, size + x_step, x_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//pd.concat\source1142\code\np.arange_replace2.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(0, size, y_step)',
    'np.array(range(0, size, y_step))', t1, t2, 'np.arange', 'np.array'])
",TypeError
D://crw_data//pd.concat\source1142\code\np.arange_replace3.py,"b""TypeError: 'float' object cannot be interpreted as an integer\r\n""","writer.writerow([url, 23, 'np.arange(y_step, size + y_step, y_step)',
    'np.array(range(y_step, size + y_step, y_step))', t1, t2, 'np.arange',
    'np.array'])
",TypeError
D://crw_data//np.append\source23\code\np.array_fromiter_replace0.py,ValueError: invalid literal for int() with base 10: \'pixel0\',"writer.writerow([url, 38, ""np.array(data, dtype='uint8')"",
    ""np.fromiter(data, dtype='uint8')"", t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//np.argmax\source76\code\np.array_fromiter_replace0.py,ValueError: could not convert string to float: \'bone_length\',"writer.writerow([url, 77, 'np.array(X_train, dtype=np.float32)',
    'np.fromiter(X_train, dtype=np.float32)', t1, t2, 'np.array',
    'np.fromiter'])
",ValueError
D://crw_data//np.array\source331\code\np.array_fromiter_replace0.py,ValueError: Must specify length when using variable-size data-type.,"writer.writerow([url, 36, 'np.array(train[i], dtype=str)',
    'np.fromiter(train[i], dtype=str)', t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//np.append\source23\code\np.array_fromiter_replace1.py,ValueError: invalid literal for int() with base 10: \'pixel0\',"writer.writerow([url, 39, ""np.array(test, dtype='uint8')"",
    ""np.fromiter(test, dtype='uint8')"", t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//np.argmax\source76\code\np.array_fromiter_replace1.py,ValueError: could not convert string to float: \'_Ghost\',"writer.writerow([url, 78, 'np.array(y_train, dtype=np.float32)',
    'np.fromiter(y_train, dtype=np.float32)', t1, t2, 'np.array',
    'np.fromiter'])
",ValueError
D://crw_data//np.array\source224\code\np.array_fromiter_replace1.py,ValueError: setting an array element with a sequence.,"writer.writerow([url, 23, 'np.array(x_train, dtype=np.int32)',
    'np.fromiter(x_train, dtype=np.int32)', t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//np.array\source331\code\np.array_fromiter_replace1.py,ValueError: Must specify length when using variable-size data-type.,"writer.writerow([url, 82, 'np.array(test[i], dtype=str)',
    'np.fromiter(test[i], dtype=str)', t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//np.array\source429\code\np.array_fromiter_replace0.py,ValueError: setting an array element with a sequence.,"writer.writerow([url, 57, 'np.array(X, dtype=float)',
    'np.fromiter(X, dtype=float)', t1, t2, 'np.array', 'np.fromiter'])
",ValueError
D://crw_data//df.iloc\source73\code\np.column_stack_vstack_replace0.py,AttributeError: \'list\' object has no attribute \'T\',"writer.writerow([url, 203, 'np.column_stack((ids, cts))',
    'np.vstack((ids.T, cts.T)).T', t1, t2, 'np.column_stack', 'np.vstack'])
",AttributeError
D://crw_data//df.iloc\source40\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (891,3) into shape (891)","writer.writerow([url, 88,
    'np.column_stack((X_initial, train_df_as_dic[key]))',
    'np.transpose((X_initial, train_df_as_dic[key]))', t1, t2,
    'np.column_stack', 'np.transpose'])
",ValueError
D://crw_data//df.iloc\source56\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (20000,2) into shape (20000)","writer.writerow([url, 97, 'np.column_stack(features)',
    'np.transpose(features)', t1, t2, 'np.column_stack', 'np.transpose'])
",ValueError
D://crw_data//df.loc\source106\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8395,3) into shape (8395)","writer.writerow([url, 163, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source180\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (7574,3) into shape (7574)","writer.writerow([url, 129, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source181\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (5690,3) into shape (5690)","writer.writerow([url, 129, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source224\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8223,3) into shape (8223)","writer.writerow([url, 129, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source242\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (5733,3) into shape (5733)","writer.writerow([url, 127, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source264\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8223,3) into shape (8223)","writer.writerow([url, 129, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source265\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8223,3) into shape (8223)","writer.writerow([url, 129, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source266\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8395,3) into shape (8395)","writer.writerow([url, 163, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source267\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (8395,3) into shape (8395)","writer.writerow([url, 165, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
D://crw_data//df.loc\source268\code\np.column_stack_transpose_replace0.py,"ValueError: could not broadcast input array from shape (5733,3) into shape (5733)","writer.writerow([url, 109, 'np.column_stack((row_ids, pred_labels))',
    'np.transpose((row_ids, pred_labels))', t1, t2, 'np.column_stack',
    'np.transpose'])
",ValueError
