,,,,,ɸѡ,
santander-product-recommendation,D://crw_data//df.fillna\source56,39,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
santander-product-recommendation,D://crw_data//df.fillna\source75,43,"np.hstack([test_X, temp_test_X])","np.concatenate([test_X, temp_test_X], axis=1)",np.hstack,np.concatenate
santander-product-recommendation,D://crw_data//df.fillna\source73,65,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
santander-product-recommendation,D://crw_data//df.fillna\source56,39,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
santander-product-recommendation,D://crw_data//df.fillna\source72,39,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
santander-product-recommendation,D://crw_data//df.fillna\source72,39,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
shelter-animal-outcomes,D://crw_data//np.array\source1065,167,"np.hstack((pro_data, XL1))","np.concatenate((pro_data, XL1), axis=1)",np.hstack,np.concatenate
shelter-animal-outcomes,D://crw_data//np.array\source1065,167,"np.hstack((pro_data, XL1))","np.append(pro_data, XL1, axis=1)",np.hstack,np.append
titanic,D://crw_data//df.ix\source7,134,"np.hstack([Submit, Yhat])","np.append(Submit, Yhat, axis=1)",np.hstack,np.append
titanic,D://crw_data//np.hstack\source85,66,"np.hstack((p_id, y_pred))","np.concatenate((p_id, y_pred), axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//np.hstack\source92,123,"np.hstack([X_test, bias1])","np.append(X_test, bias1, axis=1)",np.hstack,np.append
titanic,D://crw_data//np.hstack\source92,118,"np.hstack([X, bias])","np.append(X, bias, axis=1)",np.hstack,np.append
titanic,D://crw_data//np.hstack\source85,66,"np.hstack((p_id, y_pred))","np.append(p_id, y_pred, axis=1)",np.hstack,np.append
titanic,D://crw_data//df.ix\source7,120,"np.hstack([X, bias])","np.concatenate([X, bias], axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//df.ix\source7,125,"np.hstack([X_test, bias1])","np.append(X_test, bias1, axis=1)",np.hstack,np.append
titanic,D://crw_data//np.hstack\source92,123,"np.hstack([X_test, bias1])","np.concatenate([X_test, bias1], axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//df.ix\source7,120,"np.hstack([X, bias])","np.append(X, bias, axis=1)",np.hstack,np.append
titanic,D://crw_data//np.hstack\source92,132,"np.hstack([Submit, Yhat])","np.append(Submit, Yhat, axis=1)",np.hstack,np.append
titanic,D://crw_data//df.ix\source7,134,"np.hstack([Submit, Yhat])","np.concatenate([Submit, Yhat], axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//np.hstack\source92,132,"np.hstack([Submit, Yhat])","np.concatenate([Submit, Yhat], axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//np.hstack\source92,118,"np.hstack([X, bias])","np.concatenate([X, bias], axis=1)",np.hstack,np.concatenate
titanic,D://crw_data//df.ix\source7,125,"np.hstack([X_test, bias1])","np.concatenate([X_test, bias1], axis=1)",np.hstack,np.concatenate
digit-recognizer,D://crw_data//df.astype\source2,382,np.linalg.norm(filter1),np.sqrt(np.square(filter1).sum()),np.linalg.norm,np.sqrt_sum
digit-recognizer,D://crw_data//np.argmax\source29,181,Theta1.dot(Xt),"np.tensordot(Theta1,Xt,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.arange\source129,277,s2.dot(a1),"np.tensordot(s2,a1,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.argmax\source29,223,Delta2.dot(Xt.T),"np.tensordot(Delta2,Xt.T,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.argmax\source29,211,Theta2.T.dot(Delta3),"np.tensordot(Theta2.T,Delta3,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.arange\source129,274,theta1.dot(a1.T),"np.tensordot(theta1,a1.T,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.arange\source129,232,theta2.dot(a2),"np.tensordot(theta2,a2,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.arange\source129,280,s3.dot(a2.T),"np.tensordot(s3,a2.T,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.argmax\source29,215,Delta3.dot(A2.T),"np.tensordot(Delta3,A2.T,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.argmax\source29,189,Theta2.dot(A2),"np.tensordot(Theta2,A2,axes=1)",np.ndarray.dot,np.tensordot
digit-recognizer,D://crw_data//np.arange\source129,274,theta2.T.dot(s3),"np.tensordot(theta2.T,s3,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.hstack\source92,91,X.dot(self.W),"np.tensordot(X,self.W,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source9,293,X.dot(theta),"np.tensordot(X,theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.ix\source7,76,X.T.dot(Y_pred - T),"np.tensordot(X.T,Y_pred - T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source9,306,theta.T.dot(X.T),"np.tensordot(theta.T,X.T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.hstack\source92,74,X.T.dot(Y_pred - T),"np.tensordot(X.T,Y_pred - T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//pd.read_csv\source1761,80,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.fillna\source32,190,input_x.dot(theta),"np.tensordot(input_x,theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.fillna\source32,157,np.transpose(-true_output_y).dot(np.log(h)),"np.tensordot(np.transpose(-true_output_y),np.log(h),axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source9,325,X.dot(theta.T),"np.tensordot(X,theta.T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.fillna\source32,150,input_x.dot(theta),"np.tensordot(input_x,theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//pd.read_csv\source1761,66,(anstrain - Pred).transpose().dot(train),"np.tensordot((anstrain - Pred).transpose(),train,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,83,X.dot(theta),"np.tensordot(X,theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,96,theta.T.dot(X.T),"np.tensordot(theta.T,X.T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source9,297,y.T.dot(np.log(h.T)),"np.tensordot(y.T,np.log(h.T),axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.fillna\source32,263,input_x.dot(theta),"np.tensordot(input_x,theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,115,X.dot(theta.T),"np.tensordot(X,theta.T,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//pd.read_csv\source1761,65,train.dot(Theta),"np.tensordot(train,Theta,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,87,(1 - y).T.dot(np.log(1 - h.T)),"np.tensordot((1 - y).T,np.log(1 - h.T),axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,87,y.T.dot(np.log(h.T)),"np.tensordot(y.T,np.log(h.T),axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.ix\source7,93,X.dot(self.W),"np.tensordot(X,self.W,axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//df.fillna\source32,157,np.transpose(1 - true_output_y).dot(np.log(1 - h)),"np.tensordot(np.transpose(1 - true_output_y),np.log(1 - h),axes=1)",np.ndarray.dot,np.tensordot
titanic,D://crw_data//np.ones\source38,103,"(h.T - y).T.dot(X[:, (j)])","np.tensordot((h.T - y).T,X[:, (j)],axes=1)",np.ndarray.dot,np.tensordot
costa-rican-household-poverty-prediction,D://crw_data//df.loc\source88,61,df_train.groupby('idhogar')['parentesco1'].sum(),"np.sum(df_train.groupby('idhogar')['parentesco1'],)",np.ndarray.sum,np.sum
forest-cover-type-kernels-only,D://crw_data//np.arange\source120,49,tmp_df[cols_s_].sum(axis=1),"np.count_nonzero(tmp_df[cols_s_],axis=1)",np.ndarray.sum,np.count_nonzero
forest-cover-type-kernels-only,D://crw_data//np.arange\source120,49,tmp_df[cols_s_].sum(axis=1),"np.einsum('ij->i',tmp_df[cols_s_])",np.ndarray.sum,np.einsum
house-prices-advanced-regression-techniques,D://crw_data//df.apply\source41,223,df_train.isnull().sum(),"np.count_nonzero(df_train.isnull(),)",np.ndarray.sum,np.count_nonzero
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source20,63,dataset.isnull().values.sum(),"np.count_nonzero(dataset.isnull().values,)",np.ndarray.sum,np.count_nonzero
house-prices-advanced-regression-techniques,D://crw_data//df.apply\source41,223,df_train.isnull().sum(),"np.sum(df_train.isnull(),)",np.ndarray.sum,np.sum
house-prices-advanced-regression-techniques,D://crw_data//df.fillna\source20,63,dataset.isnull().values.sum(),"np.sum(dataset.isnull().values,)",np.ndarray.sum,np.sum
jigsaw-toxic-comment-classification-challenge,D://crw_data//df.fillna\source52,117,"train_df.iloc[:, 2:].sum(axis=1)","np.count_nonzero(train_df.iloc[:, 2:],axis=1)",np.ndarray.sum,np.count_nonzero
jigsaw-toxic-comment-classification-challenge,D://crw_data//df.fillna\source52,117,"train_df.iloc[:, 2:].sum(axis=1)","np.einsum('ij->i',train_df.iloc[:, 2:])",np.ndarray.sum,np.einsum
new-york-city-taxi-fare-prediction,D://crw_data//df.apply\source37,209,df.isnull().sum(),"np.sum(df.isnull(),)",np.ndarray.sum,np.sum
new-york-city-taxi-fare-prediction,D://crw_data//df.apply\source37,209,df.isnull().sum(),"np.count_nonzero(df.isnull(),)",np.ndarray.sum,np.count_nonzero
PLAsTiCC-2018,D://crw_data//df.iloc\source65,207,y_ohe.sum(axis=0),"np.count_nonzero(y_ohe,axis=0)",np.ndarray.sum,np.count_nonzero
PLAsTiCC-2018,D://crw_data//df.iloc\source65,207,y_ohe.sum(axis=0),"np.sum(y_ohe,axis=0)",np.ndarray.sum,np.sum
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,31,a_s.sum(),"np.count_nonzero(a_s,)",np.ndarray.sum,np.count_nonzero
porto-seguro-safe-driver-prediction,D://crw_data//df.loc\source135,31,a_s.sum(),"np.einsum('i->',a_s)",np.ndarray.sum,np.einsum
pubg-finish-placement-prediction,D://crw_data//df.fillna\source48,47,df.memory_usage().sum(),"np.einsum('i->',df.memory_usage())",np.ndarray.sum,np.einsum
pubg-finish-placement-prediction,D://crw_data//df.fillna\source48,72,df.memory_usage().sum(),"np.einsum('i->',df.memory_usage())",np.ndarray.sum,np.einsum
pubg-finish-placement-prediction,D://crw_data//df.fillna\source48,47,df.memory_usage().sum(),"np.sum(df.memory_usage(),)",np.ndarray.sum,np.sum
rossmann-store-sales,D://crw_data//df.fillna\source44,96,test_df.isnull().sum(),"np.count_nonzero(test_df.isnull(),)",np.ndarray.sum,np.count_nonzero
rossmann-store-sales,D://crw_data//df.fillna\source44,96,test_df.isnull().sum().sum(),"np.einsum('i->',test_df.isnull().sum())",np.ndarray.sum,np.einsum
rossmann-store-sales,D://crw_data//df.fillna\source44,96,test_df.isnull().sum(),"np.sum(test_df.isnull(),)",np.ndarray.sum,np.sum
rossmann-store-sales,D://crw_data//df.fillna\source44,96,test_df.isnull().sum().sum(),"np.count_nonzero(test_df.isnull().sum(),)",np.ndarray.sum,np.count_nonzero
santander-customer-satisfaction,D://crw_data//np.abs\source109,40,(train[features] == 0).astype(int).sum(axis=1),"np.sum((train[features] == 0).astype(int),axis=1)",np.ndarray.sum,np.sum
santander-customer-satisfaction,D://crw_data//np.abs\source109,40,(train[features] == 0).astype(int).sum(axis=1),"np.einsum('ij->i',(train[features] == 0).astype(int))",np.ndarray.sum,np.einsum
santander-customer-satisfaction,D://crw_data//np.abs\source109,40,(train[features] == 0).astype(int).sum(axis=1),"np.count_nonzero((train[features] == 0).astype(int),axis=1)",np.ndarray.sum,np.count_nonzero
santander-value-prediction-challenge,D://crw_data//df.iloc\source20,44,"df.iloc[:, a:b].sum(1)","np.sum(df.iloc[:, a:b],1)",np.ndarray.sum,np.sum
santander-value-prediction-challenge,D://crw_data//df.iloc\source20,42,"df.iloc[:, a:].sum(1)","np.count_nonzero(df.iloc[:, a:],1)",np.ndarray.sum,np.count_nonzero
santas-uncertain-bags,D://crw_data//np.array\source313,60,np.array([gift_weight(x) for x in bag]).sum(),"np.einsum('i->',np.array([gift_weight(x) for x in bag]))",np.ndarray.sum,np.einsum
talkingdata-mobile-user-demographics,D://crw_data//df.iloc\source33,104,row.sum(),"np.einsum('i->',row)",np.ndarray.sum,np.einsum
talkingdata-mobile-user-demographics,D://crw_data//df.iloc\source33,104,row.sum(),"np.sum(row,)",np.ndarray.sum,np.sum
titanic,D://crw_data//df.apply\source14,73,dataFrame.isnull().sum(),"np.sum(dataFrame.isnull(),)",np.ndarray.sum,np.sum
titanic,D://crw_data//df.astype\source3,105,"np.sum(y * np.log(h) + (1 - y) * np.log(1 - h), axis=0)","np.einsum('ij->j',np)",np.ndarray.sum,np.einsum
titanic,D://crw_data//df.apply\source14,73,dataFrame.isnull().sum(),"np.count_nonzero(dataFrame.isnull(),)",np.ndarray.sum,np.count_nonzero
whats-cooking-kernels-only,D://crw_data//df.iloc\source30,69,df.sum(axis=0),"np.sum(df,axis=0)",np.ndarray.sum,np.sum
digit-recognizer,D://crw_data//np.argsort\source78,175,np.nonzero([(i == y) for i in y_train]),np.where([(i == y) for i in y_train]),np.nonzero,np.where
titanic,D://crw_data//np.arange\source93,743,np.nonzero(results['rank_test_%s' % scorer] == 1),np.where(results['rank_test_%s' % scorer] == 1),np.nonzero,np.where
titanic,D://crw_data//np.arange\source93,897,np.nonzero(results['rank_test_%s' % scorer] == 1),np.where(results['rank_test_%s' % scorer] == 1),np.nonzero,np.where
web-traffic-time-series-forecasting,D://crw_data//np.arange\source262,24,row[1:].nonzero(),np.where(row[1:]),np.nonzero,np.where
web-traffic-time-series-forecasting,D://crw_data//np.arange\source13,24,row[1:].nonzero(),np.where(row[1:]),np.nonzero,np.where
bosch-production-line-performance,D://crw_data//np.argsort\source164,165,np.ones(X_outliers.shape[0]),np.empty(X_outliers.shape[0]); r2.fill(1),np.ones,np.empty
digit-recognizer,D://crw_data//np.argmax\source29,173,np.ones(m),np.empty(m); r2.fill(1),np.ones,np.empty
digit-recognizer,D://crw_data//np.arange\source129,221,"np.ones((np.size(y), nlabels))","np.empty((np.size(y), nlabels)); r2.fill(1)",np.ones,np.empty
grupo-bimbo-inventory-demand,D://crw_data//np.c_\source17,241,np.ones(df_test.shape[0]),np.empty(df_test.shape[0]); r2.fill(1),np.ones,np.empty
house-prices-advanced-regression-techniques,D://crw_data//np.array\source422,26,np.ones(np.shape(trainX)[0]),np.empty(np.shape(trainX)[0]); r2.fill(1),np.ones,np.empty
house-prices-advanced-regression-techniques,D://crw_data//np.append\source20,88,"np.ones((1460, 1))","np.empty((1460, 1)); r2.fill(1)",np.ones,np.empty
introducing-kaggle-scripts,D://crw_data//np.ones\source117,5,"np.ones(n + 1, dtype=np.bool)","np.empty(n + 1, dtype=np.bool); r2.fill(1)",np.ones,np.empty
introducing-kaggle-scripts,D://crw_data//np.arange\source264,17,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty
introducing-kaggle-scripts,D://crw_data//np.arange\source191,17,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty
nyc-taxi-trip-duration,D://crw_data//np.hstack\source31,52,"np.ones((1, values_pickup.shape[1]))","np.empty((1, values_pickup.shape[1])); r2.fill(1)",np.ones,np.empty
prudential-life-insurance-assessment,D://crw_data//np.array\source957,163,np.ones(num_classes),np.empty(num_classes); r2.fill(1),np.ones,np.empty
prudential-life-insurance-assessment,D://crw_data//np.arange\source311,22,"np.ones((n,))","np.empty((n,)); r2.fill(1)",np.ones,np.empty
prudential-life-insurance-assessment,D://crw_data//np.array\source1072,82,np.ones(num_classes),np.empty(num_classes); r2.fill(1),np.ones,np.empty
rossmann-store-sales,D://crw_data//np.arange\source306,18,"np.ones(shape=(nsamples, 1))","np.empty(shape=(nsamples, 1)); r2.fill(1)",np.ones,np.empty
talkingdata-mobile-user-demographics,D://crw_data//df.apply\source54,46,np.ones(gatrain.shape[0]),np.empty(gatrain.shape[0]); r2.fill(1),np.ones,np.empty
talkingdata-mobile-user-demographics,D://crw_data//df.apply\source54,58,np.ones(gatrain.shape[0]),np.empty(gatrain.shape[0]); r2.fill(1),np.ones,np.empty
talkingdata-mobile-user-demographics,D://crw_data//np.ones\source70,116,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
talkingdata-mobile-user-demographics,D://crw_data//pd.concat\source707,237,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
talkingdata-mobile-user-demographics,D://crw_data//np.ones\source68,321,np.ones(len(FLS)),np.empty(len(FLS)); r2.fill(1),np.ones,np.empty
titanic,D://crw_data//np.hstack\source92,113,"np.ones((100, 1))","np.empty((100, 1)); r2.fill(1)",np.ones,np.empty
titanic,D://crw_data//np.append\source49,60,"np.ones((891, 1))","np.empty((891, 1)); r2.fill(1)",np.ones,np.empty
titanic,D://crw_data//np.arange\source167,42,np.ones(len(age_col['Age'])),np.empty(len(age_col['Age'])); r2.fill(1),np.ones,np.empty
titanic,D://crw_data//df.fillna\source32,331,"np.ones((train_x.shape[0], 1))","np.empty((train_x.shape[0], 1)); r2.fill(1)",np.ones,np.empty
titanic,D://crw_data//np.ones\source13,18,np.ones(data.shape[0]),np.empty(data.shape[0]); r2.fill(1),np.ones,np.empty
titanic,D://crw_data//np.concatenate\source113,120,"np.ones((1, m), dtype=np.float)","np.empty((1, m), dtype=np.float); r2.fill(1)",np.ones,np.empty
