1,house-prices-advanced-regression-techniques,D:\crw_data\np.flatnonzero\source1,"test.loc[:, (test.columns != c)]","test.ix[:, (test.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source1151,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.append\source20,"np.ones((1460, 1))","np.empty((1460, 1)); r2.fill(1)",np.ones,np.empty,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source20,dataset.isnull().values.sum(),"np.count_nonzero(dataset.isnull().values,)",np.ndarray.sum,np.count_nonzero,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source20,dataset.isnull().values.sum(),"np.sum(dataset.isnull().values,)",np.ndarray.sum,np.sum,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source41,"clustered_train.loc[:, (name)]","clustered_train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source41,"train.loc[:, (name)]","train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source41,df['MoSold'].astype(str),df['MoSold'].apply(str),pd.Series.astype,pd.Series.apply,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source112,"test.loc[:, 'MSSubClass':'SaleCondition']","test.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source112,"train.loc[:, (columns_for_pc)]","train.ix[:, (columns_for_pc)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.Alley.notnull(), 'Alley']","train_dataset.loc[train_dataset.Alley.notnull(), 'Alley']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.Alley.isnull(), 'Alley']","train_dataset.loc[train_dataset.Alley.isnull(), 'Alley']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.MasVnrType.isnull(), 'MasVnrType']","train_dataset.loc[train_dataset.MasVnrType.isnull(), 'MasVnrType']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.MasVnrType == 'None', 'MasVnrArea']","train_dataset.loc[train_dataset.MasVnrType == 'None', 'MasVnrArea']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.Fireplaces == 0, 'FireplaceQu']","train_dataset.loc[train_dataset.Fireplaces == 0, 'FireplaceQu']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.GarageCars.isnull(), 'GarageCars']","train_dataset.loc[train_dataset.GarageCars.isnull(), 'GarageCars']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.GarageQual.isnull(), 'GarageQual']","train_dataset.loc[train_dataset.GarageQual.isnull(), 'GarageQual']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.arange\source185,"train_dataset.ix[train_dataset.GarageCars == 0, 'GarageType']","train_dataset.loc[train_dataset.GarageCars == 0, 'GarageType']",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source728,np.array(all_data[:train.shape[0]]),np.concatenate([all_data[:train.shape[0]]]),np.array,np.concatenate,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source728,np.array(all_data[train.shape[0]:]),np.concatenate([all_data[train.shape[0]:]]),np.array,np.concatenate,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source1174,"scores.ix[:, (scores.columns != 'split')]","scores.loc[:, (scores.columns != 'split')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source422,np.ones(np.shape(trainX)[0]),np.empty(np.shape(trainX)[0]); r2.fill(1),np.ones,np.empty,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.apply\source40,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.apply\source41,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\pd.concat\source405,"training_data.loc[:, 'MSSubClass':'SaleCondition']","training_data.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source437,"df_test.loc[:, (important_index_wo_price)]","df_test.ix[:, (important_index_wo_price)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.flatnonzero\source1,"train.loc[:, (train.columns != c)]","train.ix[:, (train.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.join\source62,"all_df.loc[idx, 'LotFrontage']","all_df.ix[idx, 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source41,"clustered_test.loc[:, (name)]","clustered_test.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.fillna\source41,df[i].astype(str),df[i].apply(str),pd.Series.astype,pd.Series.apply,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source112,"all_data.loc[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']","all_data.ix[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source1174,np.column_stack([y_preds[k][i] for k in clfs]),np.transpose([y_preds[k][i] for k in clfs]),np.column_stack,np.transpose,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.loc\source123,"df.loc[df.GarageYrBlt == 2207, 'GarageYrBlt']","df.ix[df.GarageYrBlt == 2207, 'GarageYrBlt']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\pd.concat\source433,"clean.loc[:, (numerical_cols)]","clean.ix[:, (numerical_cols)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source422,"np.dot(trainX_.transpose(), trainX_)","np.einsum('ij,jm->im',trainX_.transpose(), trainX_)",np.dot,np.einsum,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.apply\source40,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.abs\source33,"complete_data.loc[1379, 'Electrical']","complete_data.ix[1379, 'Electrical']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.apply\source41,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,house-prices-advanced-regression-techniques,D:\crw_data\pd.concat\source334,"data.loc[data.index.isin(missing[c].index.tolist()), c]","data.ix[data.index.isin(missing[c].index.tolist()), c]",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.sum\source112,"frame.loc[frame[feature] == cat, feature + '_E']","frame.ix[frame[feature] == cat, feature + '_E']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.loc\source149,"df.loc[df['Alley'].isnull(), 'Alley']","df.ix[df['Alley'].isnull(), 'Alley']",pd.DataFrame.loc,pd.DataFrame.ix,
1,house-prices-advanced-regression-techniques,D:\crw_data\df.loc\source149,"np.zeros((X.shape[0], len(self.base_models)))","np.empty((X.shape[0], len(self.base_models))); r2[:]= 0",np.zeros,np.empty,
1,house-prices-advanced-regression-techniques,D:\crw_data\np.array\source437,"df_num.loc[:, (important_index)]","df_num.ix[:, (important_index)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,how-much-did-it-rain,D:\crw_data\df.iloc\source77,train.query('num_scans > 7 and num_scans < 18'),train.loc[(train.num_scans > 7 )& (train.num_scans < 18)],pd.DataFrame.query,pd.DataFrame.loc,
1,how-much-did-it-rain,D:\crw_data\df.iloc\source24,train.query('num_scans > 17'),train.loc[train.num_scans > 17],pd.DataFrame.query,pd.DataFrame.loc,
1,instacart-market-basket-analysis,D:\crw_data\pd.read_csv\source3108,"orders.loc[orders.eval_set == 'test', 'user_id']","orders.ix[orders.eval_set == 'test', 'user_id']",pd.DataFrame.loc,pd.DataFrame.ix,
1,instacart-market-basket-analysis,D:\crw_data\pd.read_csv\source3779,"orders_all.loc[orders_all['order_number'] > 3, 'n_3']","orders_all.ix[orders_all['order_number'] > 3, 'n_3']",pd.DataFrame.loc,pd.DataFrame.ix,
1,instacart-market-basket-analysis,D:\crw_data\pd.read_csv\source3108,"submission.loc[submission['products'].isnull(), 'products']","submission.ix[submission['products'].isnull(), 'products']",pd.DataFrame.loc,pd.DataFrame.ix,
1,instacart-market-basket-analysis,D:\crw_data\pd.read_csv\source3108,orders_test_user.query('eval_set == 'prior''),orders_test_user.loc[orders_test_user.eval_set == 'prior'],pd.DataFrame.query,pd.DataFrame.loc,
1,instacart-market-basket-analysis,D:\crw_data\pd.read_csv\source3779,"orders_all.loc[orders_all['order_number'] > 1, 'n_1']","orders_all.ix[orders_all['order_number'] > 1, 'n_1']",pd.DataFrame.loc,pd.DataFrame.ix,
1,instacart-market-basket-analysis,D:\crw_data\np.argsort\source22,"np.array(products, dtype='int')","np.fromiter(products, dtype='int')",np.array,np.fromiter,
1,introducing-kaggle-scripts,D:\crw_data\np.arange\source191,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty,
1,introducing-kaggle-scripts,D:\crw_data\np.arange\source264,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty,
1,introducing-kaggle-scripts,D:\crw_data\np.ones\source117,"np.ones(n + 1, dtype=np.bool)","np.empty(n + 1, dtype=np.bool); r2.fill(1)",np.ones,np.empty,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source171,"predTest.ix[:, ('id')]","predTest.loc[:, ('id')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source171,"predValid.ix[:, (col)]","predValid.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source171,"predTest.ix[:, (col)]","predTest.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source249,"predTest.ix[:, ('id')]","predTest.loc[:, ('id')]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source249,"predValid.ix[:, (col)]","predValid.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source249,"predTest.ix[:, (col)]","predTest.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\pd.concat\source160,"train.loc[:, (class_names)]","train.ix[:, (class_names)]",pd.DataFrame.loc,pd.DataFrame.ix,
1,jigsaw-toxic-comment-classification-challenge,D:\crw_data\df.fillna\source3,"np.zeros((test.shape[0], len(col)))","np.empty((test.shape[0], len(col))); r2[:]= 0",np.zeros,np.empty,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source108,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source107,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source78,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source78,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source78,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source78,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source90,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source90,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source71,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source71,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source71,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source71,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source109,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source109,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source109,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source109,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source58,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source58,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source58,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\df.apply\source58,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply,
1,kobe-bryant-shot-selection,D:\crw_data\pd.crosstab\source40,"data.apply(lambda row: 28 if row['shot_distance'] > 28 else row[	    'shot_distance'], axis=1)","np.where( data['shot_distance'] > 28 , 28 ,data[	    'shot_distance'])",pd.DataFrame.apply,np.where,
1,kobe-bryant-shot-selection,D:\crw_data\pd.to_datetime\source191,"data_cl.loc[data_cl['action_type'].isin(rare_action_types), 'action_type']","data_cl.ix[data_cl['action_type'].isin(rare_action_types), 'action_type']",pd.DataFrame.loc,pd.DataFrame.ix,
1,leaf-classification,D:\crw_data\np.unique\source89,"train.loc[:, 'margin1':]","train.ix[:, 'margin1':]",pd.DataFrame.loc,pd.DataFrame.ix,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source569,"np.hstack((x_num_data, vec_x_cat_data))","np.append(x_num_data, vec_x_cat_data, axis=1)",np.hstack,np.append,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source569,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.hstack\source48,"np.hstack((x_num_data, vec_x_cat_data))","np.concatenate((x_num_data, vec_x_cat_data), axis=1)",np.hstack,np.concatenate,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.hstack\source48,"np.hstack((x_num_test, vec_x_cat_test))","np.concatenate((x_num_test, vec_x_cat_test), axis=1)",np.hstack,np.concatenate,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source1083,"np.hstack((trainCatVecX, trainNumX))","np.append(trainCatVecX, trainNumX, axis=1)",np.hstack,np.append,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source1083,"np.hstack((testCatVecX, testNumX))","np.append(testCatVecX, testNumX, axis=1)",np.hstack,np.append,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source1083,"np.hstack((trainCatVecX, trainNumX))","np.concatenate((trainCatVecX, trainNumX), axis=1)",np.hstack,np.concatenate,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source1083,np.sum(true_order),(true_order).sum(),np.sum,np.ndarray.sum,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source1083,np.sum(true_order),(true_order).sum(),np.sum,np.ndarray.sum,
1,liberty-mutual-group-property-inspection-prediction,D:\crw_data\np.array\source259,"np.hstack((trainCatVecX, trainNumX))","np.concatenate((trainCatVecX, trainNumX), axis=1)",np.hstack,np.concatenate,
