1,airbnb-recruiting-new-user-bookings,https://www.kaggle.com/etherqua/airbnbdemo,df_all.date_account_created.astype(str),df_all.date_account_created.apply(str),pd.Series.astype,pd.Series.apply
1,grupo-bimbo-inventory-demand,https://www.kaggle.com/nemethpeter42/osztalyozas,"df_tmp.loc[:, ('tipp')]","df_tmp.ix[:, ('tipp')]",pd.DataFrame.loc,pd.DataFrame.ix
1,grupo-bimbo-inventory-demand,https://www.kaggle.com/nemethpeter42/valami,"df.loc[:, ('Demanda_uni_equil')]","df.ix[:, ('Demanda_uni_equil')]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/jvallej/agregaciones-previouse-applications,"data1.loc[:, (['SK_ID_CURR'])]","data1.ix[:, (['SK_ID_CURR'])]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/nilzone/lgbm-with-mean-encodings,"alldata.loc[(alldata.is_test), :]","alldata.ix[(alldata.is_test), :]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/nilzone/lightgbm,"alldata.loc[:, (col)]","alldata.ix[:, (col)]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/prashantkikani/home-rf-et-xgb-cb-stack-oof1-lb-0-789,"credit_card_df.loc[most_recent_index, cat_feats]","credit_card_df.ix[most_recent_index, cat_feats]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/prashantkikani/home-rf-et-xgb-cb-stack-oof1-lb-0-789,"bureau_balance_df.loc[(most_recent_index), :]","bureau_balance_df.ix[(most_recent_index), :]",pd.DataFrame.loc,pd.DataFrame.ix
0,home-credit-default-risk,https://www.kaggle.com/prashantkikani/home-rf-et-xgb-cb-stack-oof1-lb-0-789,"pos_cash_df.loc[most_recent_index, cat_feats]","pos_cash_df.ix[most_recent_index, cat_feats]",pd.DataFrame.loc,pd.DataFrame.ix
1,home-credit-default-risk,https://www.kaggle.com/jvallej/agregaciones-previouse-applications,"data.loc[:, (['SK_ID_PREV', 'SK_ID_CURR'])]","data.ix[:, (['SK_ID_PREV', 'SK_ID_CURR'])]",pd.DataFrame.loc,pd.DataFrame.ix
1,home-credit-default-risk,https://www.kaggle.com/nilzone/lgbm-with-mean-encodings,"test.loc[:, ('is_test')]","test.ix[:, ('is_test')]",pd.DataFrame.loc,pd.DataFrame.ix
1,home-credit-default-risk,https://www.kaggle.com/ranjith49/home-credit-default-risk-python,"app_train.loc[app_train['TARGET'] == 0, 'DAYS_BIRTH']","app_train.ix[app_train['TARGET'] == 0, 'DAYS_BIRTH']",pd.DataFrame.loc,pd.DataFrame.ix
0,homesite-quote-conversion,https://www.kaggle.com/alexxanderlarko/extratreesclassifier,train.ix[train_sample],train.loc[train_sample],pd.DataFrame.ix,pd.DataFrame.loc
0,homesite-quote-conversion,https://www.kaggle.com/alexxanderlarko/extratreesclassifier,"train.ix[:, 0:299]","train.iloc[:, 0:299]",pd.DataFrame.ix,pd.DataFrame.iloc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/alipala/ml-regressors-20-features,"test.loc[:, (test.columns != c)]","test.ix[:, (test.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/amielsy/second-script,"train.loc[:, 'MSSubClass':'SaleCondition']","train.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/antoinekrajnc/house-prices-multiple-linear-regression,"np.ones((1460, 1))","np.empty((1460, 1)); r2.fill(1)",np.ones,np.empty
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/carmnejsu/feature-engineering-different-models,dataset.isnull().values.sum(),"np.count_nonzero(dataset.isnull().values,)",np.ndarray.sum,np.count_nonzero
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/carmnejsu/feature-engineering-different-models,dataset.isnull().values.sum(),"np.sum(dataset.isnull().values,)",np.ndarray.sum,np.sum
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/cttsai/xgb-trial-oct-08,"clustered_train.loc[:, (name)]","clustered_train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/cttsai/xgb-trial-oct-08,"train.loc[:, (name)]","train.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/cttsai/xgb-trial-oct-08,df['MoSold'].astype(str),df['MoSold'].apply(str),pd.Series.astype,pd.Series.apply
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/cxxacxx/have-a-try-2,"test.loc[:, 'MSSubClass':'SaleCondition']","test.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/cxxacxx/have-a-try-2,"train.loc[:, (columns_for_pc)]","train.ix[:, (columns_for_pc)]",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.Alley.notnull(), 'Alley']","train_dataset.loc[train_dataset.Alley.notnull(), 'Alley']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.Alley.isnull(), 'Alley']","train_dataset.loc[train_dataset.Alley.isnull(), 'Alley']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.MasVnrType.isnull(), 'MasVnrType']","train_dataset.loc[train_dataset.MasVnrType.isnull(), 'MasVnrType']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.MasVnrType == 'None', 'MasVnrArea']","train_dataset.loc[train_dataset.MasVnrType == 'None', 'MasVnrArea']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.Fireplaces == 0, 'FireplaceQu']","train_dataset.loc[train_dataset.Fireplaces == 0, 'FireplaceQu']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.GarageCars.isnull(), 'GarageCars']","train_dataset.loc[train_dataset.GarageCars.isnull(), 'GarageCars']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.GarageQual.isnull(), 'GarageQual']","train_dataset.loc[train_dataset.GarageQual.isnull(), 'GarageQual']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/davideng/homeprices,"train_dataset.ix[train_dataset.GarageCars == 0, 'GarageType']","train_dataset.loc[train_dataset.GarageCars == 0, 'GarageType']",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/eliotbarr/stacking-starter,np.array(all_data[:train.shape[0]]),np.concatenate([all_data[:train.shape[0]]]),np.array,np.concatenate
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/eliotbarr/stacking-starter,np.array(all_data[train.shape[0]:]),np.concatenate([all_data[train.shape[0]:]]),np.array,np.concatenate
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/eponymous/weighted-models-example,"scores.ix[:, (scores.columns != 'split')]","scores.loc[:, (scores.columns != 'split')]",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/mosa94/linear-regression-implementations,np.ones(np.shape(trainX)[0]),np.empty(np.shape(trainX)[0]); r2.fill(1),np.ones,np.empty
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/naropian/narnar-test,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/nbose2/tests,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/nolanhoney/nolan-honey-comp-3122-assignment-3,"training_data.loc[:, 'MSSubClass':'SaleCondition']","training_data.ix[:, 'MSSubClass':'SaleCondition']",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/youngseoklee/house-price-prediction-with-numeric-only-dataset,"df_test.loc[:, (important_index_wo_price)]","df_test.ix[:, (important_index_wo_price)]",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/alipala/ml-regressors-20-features,"train.loc[:, (train.columns != c)]","train.ix[:, (train.columns != c)]",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/b0untyhunter/xgboost-lasso,"all_df.loc[idx, 'LotFrontage']","all_df.ix[idx, 'LotFrontage']",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/cttsai/xgb-trial-oct-08,"clustered_test.loc[:, (name)]","clustered_test.ix[:, (name)]",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/cttsai/xgb-trial-oct-08,df[i].astype(str),df[i].apply(str),pd.Series.astype,pd.Series.apply
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/cxxacxx/have-a-try-2,"all_data.loc[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']","all_data.ix[np.logical_not(all_data['LotFrontage'].isnull()), 'LotArea']",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/eponymous/weighted-models-example,np.column_stack([y_preds[k][i] for k in clfs]),np.transpose([y_preds[k][i] for k in clfs]),np.column_stack,np.transpose
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/haphamhoang/ensemble-modeling-for-prediction-house-price,"df.loc[df.GarageYrBlt == 2207, 'GarageYrBlt']","df.ix[df.GarageYrBlt == 2207, 'GarageYrBlt']",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/joanfo/my-first-kernel,"clean.loc[:, (numerical_cols)]","clean.ix[:, (numerical_cols)]",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/mosa94/linear-regression-implementations,"np.dot(trainX_.transpose(), trainX_)","np.einsum('ij,jm->im',trainX_.transpose(), trainX_)",np.dot,np.einsum
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/naropian/narnar-test,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/naumanahm/nauman-attempt3-final,"complete_data.loc[1379, 'Electrical']","complete_data.ix[1379, 'Electrical']",pd.DataFrame.loc,pd.DataFrame.ix
0,house-prices-advanced-regression-techniques,https://www.kaggle.com/nbose2/tests,"df_train.ix[:, (df_train.columns != 'SalePrice')]","df_train.loc[:, (df_train.columns != 'SalePrice')]",pd.DataFrame.ix,pd.DataFrame.loc
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/panpolikarp/housing-submission-0-12695,"data.loc[data.index.isin(missing[c].index.tolist()), c]","data.ix[data.index.isin(missing[c].index.tolist()), c]",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/patrickjordan/random-forest,"frame.loc[frame[feature] == cat, feature + '_E']","frame.ix[frame[feature] == cat, feature + '_E']",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/wirehack/fdsfsdfdsfsdfsdf,"df.loc[df['Alley'].isnull(), 'Alley']","df.ix[df['Alley'].isnull(), 'Alley']",pd.DataFrame.loc,pd.DataFrame.ix
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/wirehack/fdsfsdfdsfsdfsdf,"np.zeros((X.shape[0], len(self.base_models)))","np.empty((X.shape[0], len(self.base_models))); r2[:]= 0",np.zeros,np.empty
1,house-prices-advanced-regression-techniques,https://www.kaggle.com/youngseoklee/house-price-prediction-with-numeric-only-dataset,"df_num.loc[:, (important_index)]","df_num.ix[:, (important_index)]",pd.DataFrame.loc,pd.DataFrame.ix
0,how-much-did-it-rain,https://www.kaggle.com/devinanzelmo/component-cdf-s-and-sample-predictions,train.query('num_scans > 7 and num_scans < 18'),train.loc[(train.num_scans > 7 )& (train.num_scans < 18)],pd.DataFrame.query,pd.DataFrame.loc
0,how-much-did-it-rain,https://www.kaggle.com/devinanzelmo/fiddling-with-xgb,train.query('num_scans > 17'),train.loc[train.num_scans > 17],pd.DataFrame.query,pd.DataFrame.loc
0,instacart-market-basket-analysis,https://www.kaggle.com/bschaefer/frequent-items-per-user-baseline-lb-0-30,"orders.loc[orders.eval_set == 'test', 'user_id']","orders.ix[orders.eval_set == 'test', 'user_id']",pd.DataFrame.loc,pd.DataFrame.ix
0,instacart-market-basket-analysis,https://www.kaggle.com/nabilnobel/if-product-exists-in-last-4-order,"orders_all.loc[orders_all['order_number'] > 3, 'n_3']","orders_all.ix[orders_all['order_number'] > 3, 'n_3']",pd.DataFrame.loc,pd.DataFrame.ix
1,instacart-market-basket-analysis,https://www.kaggle.com/bschaefer/frequent-items-per-user-baseline-lb-0-30,"submission.loc[submission['products'].isnull(), 'products']","submission.ix[submission['products'].isnull(), 'products']",pd.DataFrame.loc,pd.DataFrame.ix
1,instacart-market-basket-analysis,https://www.kaggle.com/bschaefer/frequent-items-per-user-baseline-lb-0-30,orders_test_user.query('eval_set == 'prior''),orders_test_user.loc[orders_test_user.eval_set == 'prior'],pd.DataFrame.query,pd.DataFrame.loc
1,instacart-market-basket-analysis,https://www.kaggle.com/nabilnobel/if-product-exists-in-last-4-order,"orders_all.loc[orders_all['order_number'] > 1, 'n_1']","orders_all.ix[orders_all['order_number'] > 1, 'n_1']",pd.DataFrame.loc,pd.DataFrame.ix
1,instacart-market-basket-analysis,https://www.kaggle.com/opanichev/pandas-btb,"np.array(products, dtype='int')","np.fromiter(products, dtype='int')",np.array,np.fromiter
0,introducing-kaggle-scripts,https://www.kaggle.com/ed25519/code-taken-from-xkcd-examples-showcase-xkcd-html,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty
0,introducing-kaggle-scripts,https://www.kaggle.com/khyh00/xkcd-style-test,np.ones(100),np.empty(100); r2.fill(1),np.ones,np.empty
0,introducing-kaggle-scripts,https://www.kaggle.com/sdanaipat/prime,"np.ones(n + 1, dtype=np.bool)","np.empty(n + 1, dtype=np.bool); r2.fill(1)",np.ones,np.empty
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/log-reg-auc-98795,"predTest.ix[:, ('id')]","predTest.loc[:, ('id')]",pd.DataFrame.ix,pd.DataFrame.loc
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/log-reg-auc-98795,"predValid.ix[:, (col)]","predValid.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/log-reg-auc-98795,"predTest.ix[:, (col)]","predTest.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/rf-tfidf-word-char-lb-945,"predTest.ix[:, ('id')]","predTest.loc[:, ('id')]",pd.DataFrame.ix,pd.DataFrame.loc
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/rf-tfidf-word-char-lb-945,"predValid.ix[:, (col)]","predValid.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc
0,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/pappukrjha/rf-tfidf-word-char-lb-945,"predTest.ix[:, (col)]","predTest.loc[:, (col)]",pd.DataFrame.ix,pd.DataFrame.loc
1,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/nicapotato/tf-idf-xgboost,"train.loc[:, (class_names)]","train.ix[:, (class_names)]",pd.DataFrame.loc,pd.DataFrame.ix
1,jigsaw-toxic-comment-classification-challenge,https://www.kaggle.com/yekenot/toxic-regression,"np.zeros((test.shape[0], len(col)))","np.empty((test.shape[0], len(col))); r2[:]= 0",np.zeros,np.empty
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-4,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-4,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-4,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-4,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-6,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-6,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-6,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-6,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-7,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-7,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-7,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)", df['shot_distance'].apply(lambda row:row if row < 45 else     45),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/test-7,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)", df['time_remaining'].apply(lambda row: 1 if row < 3 else 0),pd.DataFrame.apply,pd.Series.apply
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/teste-5,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/teste-5,"df.apply(lambda row: 1 if row['time_remaining'] < 3 else 0, axis=1)","np.where( df['time_remaining'] < 3 , 1 ,0)",pd.DataFrame.apply,np.where
0,kobe-bryant-shot-selection,https://www.kaggle.com/brandao/winner-script,"df.apply(lambda row: row['shot_distance'] if row['shot_distance'] < 45 else	    45, axis=1)","np.where( df['shot_distance'] < 45 , df['shot_distance'] ,    45)",pd.DataFrame.apply,np.where
